Animal ID,Name,DateTime,MonthYear,Date of Birth,Outcome Type,Outcome Subtype,Animal Type,Sex upon Outcome,Age upon Outcome,Breed,Color
A778157,,08/17/2018 04:12:00 PM,08/17/2018 04:12:00 PM,05/17/2018,Adoption,,Cat,Neutered Male,3 months,Domestic Shorthair Mix,Brown Tabby/White
A761686,*Nori,11/12/2017 06:09:00 PM,11/12/2017 06:09:00 PM,05/24/2017,Adoption,,Dog,Spayed Female,5 months,Border Collie Mix,Black/White
A632706,Chanel,04/26/2015 11:29:00 AM,04/26/2015 11:29:00 AM,07/19/2011,Return to Owner,,Dog,Spayed Female,3 years,Yorkshire Terrier Mix,Tan/Black
A740335,Jade,04/14/2017 07:02:00 PM,04/14/2017 07:02:00 PM,12/15/2011,Adoption,,Dog,Spayed Female,5 years,Labrador Retriever,Black/White
A726245,Wiley,05/12/2016 06:27:00 PM,05/12/2016 06:27:00 PM,05/08/2015,Adoption,,Dog,Neutered Male,1 year,Chihuahua Longhair Mix,Black/Brown
A714505,,10/29/2015 01:01:00 PM,10/29/2015 01:01:00 PM,10/24/2010,Adoption,,Dog,Neutered Male,5 years,Papillon Mix,Black/White
A706933,,07/31/2015 02:27:00 PM,07/31/2015 02:27:00 PM,07/27/2010,Transfer,Partner,Dog,Intact Male,5 years,Dachshund Longhair,Tricolor
A675162,Pequena,03/25/2014 12:41:00 PM,03/25/2014 12:41:00 PM,03/24/2010,Return to Owner,,Cat,Spayed Female,4 years,Domestic Shorthair Mix,Torbie
A642732,*Ashley,10/10/2013 03:00:00 PM,10/10/2013 03:00:00 PM,10/16/2012,Transfer,Partner,Cat,Spayed Female,11 months,Domestic Shorthair Mix,Tortie
A814646,Zaya,03/05/2020 04:29:00 PM,03/05/2020 04:29:00 PM,12/19/2019,Adoption,,Dog,Spayed Female,2 months,Akita Mix,Gray/White
A661386,Pinto,11/10/2013 06:46:00 PM,11/10/2013 06:46:00 PM,10/01/2012,Adoption,,Dog,Spayed Female,1 year,Labrador Retriever/Great Pyrenees,Black
A820811,Willow,07/29/2020 04:05:00 PM,07/29/2020 04:05:00 PM,07/29/2018,Return to Owner,Prc,Cat,Neutered Male,2 years,Domestic Longhair,Gray
A796128,385 Grams,07/09/2019 12:18:00 PM,07/09/2019 12:18:00 PM,06/17/2019,Transfer,Partner,Cat,Intact Female,3 weeks,Domestic Medium Hair,Cream Tabby/White
A703118,,05/20/2015 06:59:00 PM,05/20/2015 06:59:00 PM,04/28/2015,Transfer,Partner,Cat,Unknown,3 weeks,Domestic Shorthair Mix,Brown Tabby
A792119,,04/11/2019 05:32:00 PM,04/11/2019 05:32:00 PM,08/06/2018,Transfer,Snr,Cat,Intact Male,8 months,Domestic Shorthair Mix,Blue
A814868,*Mickey,03/13/2020 05:42:00 PM,03/13/2020 05:42:00 PM,12/26/2019,Adoption,,Dog,Neutered Male,2 months,Boxer,Black/White
A806256,,10/14/2019 04:10:00 PM,10/14/2019 04:10:00 PM,07/07/2019,Adoption,,Dog,Spayed Female,3 months,Greyhound Mix,Brown/Black
A700923,Lucy,05/17/2015 05:28:00 PM,05/17/2015 05:28:00 PM,04/24/2014,Adoption,,Dog,Spayed Female,1 year,Chihuahua Shorthair,Black/Brown
A778730,Ninja,12/31/2018 03:33:00 PM,12/31/2018 03:33:00 PM,06/19/2018,Adoption,,Dog,Spayed Female,6 months,Labrador Retriever Mix,Black/White
A799291,Paco,07/09/2019 12:53:00 PM,07/09/2019 12:53:00 PM,07/09/2010,Return to Owner,,Dog,Intact Male,9 years,Chihuahua Shorthair,Brown
A699731,Mugsy,07/28/2015 09:49:00 AM,07/28/2015 09:49:00 AM,04/02/2008,Adoption,Foster,Cat,Neutered Male,7 years,Domestic Shorthair Mix,Black/White
A684111,*Sassafrass,07/24/2014 12:46:00 PM,07/24/2014 12:46:00 PM,04/19/2014,Transfer,Partner,Dog,Intact Female,3 months,Labrador Retriever Mix,Black
A778976,Chase,08/25/2018 07:06:00 PM,08/25/2018 07:06:00 PM,08/23/2017,Adoption,,Dog,Neutered Male,1 year,Border Terrier Mix,Tan
A736413,,10/10/2016 02:45:00 PM,10/10/2016 02:45:00 PM,09/18/2016,Transfer,Partner,Cat,Unknown,3 weeks,Domestic Shorthair Mix,Black
A748054,Malachi,05/02/2017 12:00:00 AM,05/02/2017 12:00:00 AM,04/28/2016,Transfer,Snr,Cat,Neutered Male,1 year,Domestic Shorthair Mix,Orange Tabby
A718014,Lucas,12/23/2015 04:55:00 PM,12/23/2015 04:55:00 PM,12/21/2013,Return to Owner,,Dog,Neutered Male,2 years,Rat Terrier Mix,White/Black
A736559,,10/13/2016 09:58:00 AM,10/13/2016 09:58:00 AM,10/12/2012,Return to Owner,,Dog,Neutered Male,4 years,Chihuahua Shorthair Mix,White/Tan
A689653,Wild Bill,10/16/2014 07:04:00 PM,10/16/2014 07:04:00 PM,10/07/2012,Adoption,,Dog,Neutered Male,2 years,German Shepherd/Bull Terrier,Brown
A759834,*Tilda,10/31/2017 11:20:00 AM,10/31/2017 11:20:00 AM,10/08/2005,Transfer,Partner,Cat,Spayed Female,12 years,Domestic Shorthair Mix,Brown Tabby/White
A808984,*Morticia,01/15/2020 11:47:00 AM,01/15/2020 11:47:00 AM,10/24/2019,Adoption,Foster,Cat,Spayed Female,2 months,Domestic Shorthair,Tortie
A731607,,07/25/2016 12:35:00 PM,07/25/2016 12:35:00 PM,07/22/2016,Transfer,Partner,Cat,Unknown,3 days,Domestic Shorthair Mix,Gray
A794600,Mochi,05/13/2019 07:37:00 PM,05/13/2019 07:37:00 PM,03/13/2019,Adoption,,Cat,Spayed Female,1 month,Domestic Shorthair,Orange Tabby
A750305,,06/02/2017 06:47:00 PM,06/02/2017 06:47:00 PM,05/25/2015,Transfer,Snr,Cat,Neutered Male,2 years,Domestic Shorthair Mix,Black/White
A670653,,09/03/2014 06:59:00 PM,09/03/2014 06:59:00 PM,10/11/2013,Adoption,,Cat,Spayed Female,10 months,Domestic Shorthair Mix,Brown Tabby/White
A692947,Lady Bug,06/10/2015 01:51:00 PM,06/10/2015 01:51:00 PM,07/29/2014,Adoption,,Dog,Spayed Female,10 months,Pit Bull Mix,Black/White
A717679,*Waldo,02/08/2016 05:06:00 PM,02/08/2016 05:06:00 PM,12/12/2014,Adoption,,Dog,Neutered Male,1 year,Blue Lacy Mix,Brown Brindle/White
A739397,*Marty,12/10/2016 03:46:00 PM,12/10/2016 03:46:00 PM,12/02/2015,Adoption,,Dog,Neutered Male,1 year,Labrador Retriever Mix,Black
A826448,,11/28/2020 03:40:00 PM,11/28/2020 03:40:00 PM,05/28/2020,Euthanasia,Suffering,Livestock,Intact Male,6 months,Pig,Black/White
A705596,*Jill,06/23/2015 12:30:00 PM,06/23/2015 12:30:00 PM,05/19/2015,Transfer,Partner,Cat,Intact Female,5 weeks,Siamese Mix,Seal Point
A569290,Madeline,10/16/2016 12:30:00 PM,10/16/2016 12:30:00 PM,01/12/2010,Return to Owner,,Dog,Spayed Female,6 years,German Shepherd Mix,Tricolor
A677716,River,05/03/2014 01:53:00 PM,05/03/2014 01:53:00 PM,04/28/2013,Adoption,,Dog,Spayed Female,1 year,Gordon Setter Mix,Black/Tan
A642692,Chalmers,01/30/2014 12:36:00 PM,01/30/2014 12:36:00 PM,11/28/2011,Return to Owner,,Dog,Intact Male,2 years,Anatol Shepherd Mix,Tricolor
A753665,,07/11/2017 11:50:00 AM,07/11/2017 11:50:00 AM,06/18/2017,Transfer,Partner,Dog,Intact Male,3 weeks,Beagle Mix,Brown
A731402,,07/25/2016 05:10:00 PM,07/25/2016 05:10:00 PM,02/06/2016,Adoption,,Dog,Neutered Male,5 months,Plott Hound Mix,Black/Brown Brindle
A692687,,11/29/2014 06:52:00 PM,11/29/2014 06:52:00 PM,12/24/2013,Adoption,,Dog,Spayed Female,11 months,Italian Greyhound Mix,Buff
A756634,,09/30/2017 10:01:00 AM,09/30/2017 10:01:00 AM,07/15/2017,Adoption,Foster,Cat,Neutered Male,2 months,Domestic Shorthair Mix,Orange Tabby
A738759,,11/21/2016 10:10:00 AM,11/21/2016 10:10:00 AM,10/29/2016,Transfer,Partner,Cat,Intact Male,3 weeks,Domestic Shorthair Mix,Black
A772799,*Sam,05/26/2018 06:15:00 PM,05/26/2018 06:15:00 PM,04/03/2018,Transfer,Partner,Cat,Intact Male,1 month,Domestic Shorthair Mix,Orange Tabby
A762699,Bentley,11/29/2017 02:51:00 PM,11/29/2017 02:51:00 PM,11/24/2013,Adoption,,Dog,Neutered Male,4 years,Basenji/Chihuahua Shorthair,White/Tan
A821231,,08/11/2020 06:17:00 PM,08/11/2020 06:17:00 PM,06/06/2020,Adoption,,Dog,Spayed Female,2 months,Australian Cattle Dog Mix,Black
A671638,*Hopscotch,04/27/2014 06:06:00 PM,04/27/2014 06:06:00 PM,01/28/2013,Transfer,Partner,Dog,Spayed Female,1 year,Dutch Shepherd/Boxer,Brown Brindle/White
A710992,,09/01/2015 08:23:00 AM,09/01/2015 08:23:00 AM,08/31/2014,Euthanasia,Rabies Risk,Other,Unknown,1 year,Bat,Brown
A702382,,05/13/2015 08:18:00 AM,05/13/2015 08:18:00 AM,03/12/2015,Euthanasia,Rabies Risk,Other,Unknown,2 months,Raccoon Mix,Sable
A685335,,08/07/2014 09:00:00 AM,08/07/2014 09:00:00 AM,05/05/2014,Transfer,SCRP,Cat,Unknown,3 months,Domestic Shorthair Mix,Black
A810316,Arrow,12/18/2019 06:22:00 PM,12/18/2019 06:22:00 PM,12/11/2018,Adoption,,Dog,Neutered Male,1 year,Pit Bull,Blue/White
A741847,,01/10/2017 10:58:00 AM,01/10/2017 10:58:00 AM,01/10/2015,Euthanasia,Suffering,Other,Unknown,2 years,Squirrel Mix,Brown/Gray
A746684,,04/07/2017 12:51:00 PM,04/07/2017 12:51:00 PM,04/03/2017,Transfer,Partner,Cat,Intact Male,4 days,Domestic Shorthair Mix,Orange Tabby
A715275,Bandit,12/08/2015 11:47:00 AM,12/08/2015 11:47:00 AM,11/03/2013,Return to Owner,,Dog,Neutered Male,2 years,Pit Bull Mix,Black/White
A672437,Midnight,02/19/2014 01:35:00 PM,02/19/2014 01:35:00 PM,12/17/2013,Adoption,Foster,Dog,Spayed Female,2 months,American Pit Bull Terrier Mix,Black/White
A822259,Jiji,10/08/2020 12:42:00 PM,10/08/2020 12:42:00 PM,04/28/2020,Adoption,Foster,Cat,Spayed Female,5 months,Domestic Shorthair,Silver Tabby
A718353,Black Eyes,12/29/2015 05:17:00 PM,12/29/2015 05:17:00 PM,12/28/2010,Return to Owner,,Dog,Neutered Male,5 years,Miniature Poodle,White/Black
A722983,*Wrangler,03/28/2016 07:00:00 PM,03/28/2016 07:00:00 PM,01/24/2016,Adoption,,Dog,Neutered Male,2 months,Border Collie/Great Pyrenees,Chocolate/White
A677827,*Hamm,08/04/2014 07:04:00 PM,08/04/2014 07:04:00 PM,04/29/2009,Adoption,,Dog,Neutered Male,5 years,Great Pyrenees,White
A809509,Moe,12/04/2019 12:23:00 PM,12/04/2019 12:23:00 PM,03/25/2019,Transfer,Partner,Other,Intact Male,8 months,Guinea Pig,Tan/White
A761605,,11/22/2017 03:54:00 PM,11/22/2017 03:54:00 PM,11/07/2015,Adoption,,Dog,Spayed Female,2 years,German Shepherd Mix,White
A727310,,05/21/2016 08:34:00 AM,05/21/2016 08:34:00 AM,05/20/2014,Euthanasia,Suffering,Cat,Unknown,2 years,Domestic Medium Hair Mix,Black
A769370,,04/05/2018 08:50:00 AM,04/05/2018 08:50:00 AM,04/04/2017,Euthanasia,Rabies Risk,Other,Unknown,1 year,Bat Mix,Brown
A826702,,12/12/2020 04:13:00 PM,12/12/2020 04:13:00 PM,09/07/2020,Adoption,,Cat,Neutered Male,3 months,Domestic Shorthair,Orange Tabby/White
A810539,,12/19/2019 05:09:00 PM,12/19/2019 05:09:00 PM,10/15/2019,Adoption,,Dog,Spayed Female,2 months,Rottweiler/Plott Hound,Black/Brown
A675662,*Duncan,07/12/2014 11:25:00 AM,07/12/2014 11:25:00 AM,03/31/2011,Transfer,Partner,Dog,Neutered Male,3 years,Dogo Argentino Mix,White
A773208,,06/06/2018 01:25:00 PM,06/06/2018 01:25:00 PM,03/29/2018,Adoption,,Cat,Neutered Male,2 months,Domestic Shorthair Mix,Blue
A680039,*Molly,06/02/2014 04:31:00 PM,06/02/2014 04:31:00 PM,03/07/2014,Adoption,,Cat,Spayed Female,2 months,Domestic Longhair Mix,Blue/White
A799885,Gaston,07/19/2019 02:30:00 PM,07/19/2019 02:30:00 PM,07/13/2017,Return to Owner,,Cat,Neutered Male,2 years,Domestic Shorthair,Gray Tabby
A693757,Bryan,09/26/2016 01:15:00 PM,09/26/2016 01:15:00 PM,12/14/2013,Return to Owner,,Dog,Neutered Male,2 years,Siberian Husky,Black/White
A708256,Bite Cat,07/25/2015 09:00:00 AM,07/25/2015 09:00:00 AM,03/24/2015,Transfer,SCRP,Cat,Intact Male,4 months,Domestic Shorthair Mix,Cream Tabby
A795083,,05/28/2019 01:44:00 PM,05/28/2019 01:44:00 PM,04/24/2019,Transfer,Partner,Cat,Intact Female,4 weeks,Domestic Shorthair,Tortie
A732952,*Nadia,08/24/2016 05:11:00 PM,08/24/2016 05:11:00 PM,07/15/2016,Transfer,Partner,Cat,Intact Female,1 month,Domestic Shorthair Mix,Black
A702706,Spanky,05/17/2015 11:32:00 AM,05/17/2015 11:32:00 AM,01/16/2015,Return to Owner,,Dog,Neutered Male,3 months,Siberian Husky Mix,Cream/White
A785939,Brixton,08/03/2019 03:15:00 PM,08/03/2019 03:15:00 PM,08/13/2014,Return to Owner,,Dog,Neutered Male,4 years,Mastiff Mix,Chocolate/White
A731364,,07/21/2016 10:18:00 PM,07/21/2016 10:18:00 PM,05/21/2016,Transfer,Partner,Cat,Intact Male,1 month,Domestic Shorthair Mix,Brown Tabby
A663617,Holmes,10/20/2013 04:45:00 PM,10/20/2013 04:45:00 PM,06/21/2013,Transfer,Partner,Cat,Neutered Male,3 months,Domestic Shorthair Mix,Black/White
A703455,,05/25/2015 08:40:00 AM,05/25/2015 08:40:00 AM,11/24/2014,Euthanasia,Rabies Risk,Other,Unknown,5 months,Bat Mix,Gray
A676116,*Girly,04/14/2014 04:22:00 PM,04/14/2014 04:22:00 PM,04/04/2013,Transfer,Partner,Cat,Spayed Female,1 year,Domestic Shorthair Mix,Brown Tabby/White
A728766,Little Bit,06/16/2016 01:41:00 PM,06/16/2016 01:41:00 PM,06/16/2012,Adoption,,Dog,Spayed Female,4 years,Labrador Retriever Mix,Blue/White
A737750,*Karissa,11/10/2016 06:28:00 PM,11/10/2016 06:28:00 PM,09/18/2016,Transfer,Partner,Cat,Intact Female,1 month,Domestic Shorthair Mix,Brown Tabby
A743294,Fred,05/28/2017 04:57:00 PM,05/28/2017 04:57:00 PM,02/07/2015,Adoption,,Dog,Neutered Male,2 years,Mastiff Mix,Brown Brindle/White
A746876,Sunny,08/15/2017 08:30:00 AM,08/15/2017 08:30:00 AM,05/10/2016,Adoption,Foster,Dog,Spayed Female,1 year,Great Pyrenees/Australian Cattle Dog,Cream
A807220,Spike,01/10/2020 09:54:00 AM,01/10/2020 09:54:00 AM,07/22/2006,Adoption,Foster,Dog,Neutered Male,13 years,Pit Bull/Border Collie,White/Black
A689197,*Leo,10/05/2014 03:05:00 PM,10/05/2014 03:05:00 PM,07/15/2014,Adoption,,Cat,Neutered Male,2 months,Domestic Shorthair Mix,Brown Tabby
A707182,*Marty,07/20/2015 01:37:00 PM,07/20/2015 01:37:00 PM,09/09/2014,Adoption,,Cat,Neutered Male,10 months,Domestic Shorthair Mix,Brown Tabby/White
A738590,Zeus,12/16/2016 02:25:00 PM,12/16/2016 02:25:00 PM,11/18/2014,Return to Owner,,Dog,Intact Male,2 years,Catahoula Mix,Black/Tricolor
A819286,King,07/28/2020 05:09:00 PM,07/28/2020 05:09:00 PM,06/25/2018,Adoption,,Dog,Neutered Male,2 years,Border Terrier Mix,Brown
A723597,,04/04/2016 09:58:00 AM,04/04/2016 09:58:00 AM,04/03/2015,Euthanasia,Rabies Risk,Other,Unknown,1 year,Bat,Brown
A755784,Nala,08/13/2017 02:03:00 PM,08/13/2017 02:03:00 PM,03/03/2017,Adoption,,Dog,Spayed Female,5 months,German Shepherd Mix,Black/Tan
A714335,*Milonia,11/02/2015 05:35:00 PM,11/02/2015 05:35:00 PM,09/06/2015,Transfer,Partner,Cat,Intact Female,1 month,Domestic Shorthair Mix,Black
A764119,*Alyssa,01/04/2018 06:05:00 PM,01/04/2018 06:05:00 PM,12/22/2016,Adoption,,Dog,Intact Female,1 year,Pit Bull Mix,Brown/White
A780684,Otis,09/29/2018 04:52:00 PM,09/29/2018 04:52:00 PM,09/19/2011,Return to Owner,,Dog,Neutered Male,7 years,Labrador Retriever/Pit Bull,Tan
A677741,Missy,04/29/2014 01:40:00 PM,04/29/2014 01:40:00 PM,04/28/2012,Return to Owner,,Dog,Spayed Female,2 years,Border Collie Mix,Black/White
A771660,,05/13/2018 04:03:00 PM,05/13/2018 04:03:00 PM,07/08/2017,Transfer,Partner,Dog,Neutered Male,10 months,Alaskan Husky Mix,Gray/White
A794763,,05/11/2019 06:41:00 PM,05/11/2019 06:41:00 PM,05/04/2019,Transfer,Partner,Cat,Unknown,1 week,Domestic Shorthair,Black
A789602,Hanky,04/05/2019 10:21:00 AM,04/05/2019 10:21:00 AM,08/24/2017,Adoption,Foster,Dog,Neutered Male,1 year,Staffordshire/Boxer,Black/White
A826323,*Patsy,12/04/2020 12:57:00 PM,12/04/2020 12:57:00 PM,05/24/2019,Transfer,Partner,Dog,Spayed Female,1 year,Border Collie,White/Black
A672093,Boss,11/13/2016 03:17:00 PM,11/13/2016 03:17:00 PM,09/04/2013,Adoption,,Dog,Neutered Male,3 years,Pit Bull Mix,Tan
A715421,,11/09/2015 05:47:00 PM,11/09/2015 05:47:00 PM,06/08/2015,Adoption,,Dog,Neutered Male,5 months,Chihuahua Shorthair Mix,Tan/White
A775107,Astro,07/28/2018 02:32:00 PM,07/28/2018 02:32:00 PM,04/24/2018,Adoption,,Cat,Neutered Male,3 months,Domestic Medium Hair Mix,Orange Tabby
A800302,*Louise,09/04/2019 12:12:00 PM,09/04/2019 12:12:00 PM,06/27/2019,Adoption,Foster,Cat,Spayed Female,2 months,Domestic Medium Hair,Torbie
A728401,,06/03/2016 06:56:00 PM,06/03/2016 06:56:00 PM,02/03/2016,Euthanasia,Suffering,Cat,Intact Female,3 months,Domestic Shorthair Mix,Brown Tabby
A737299,Cowboy,01/19/2017 03:28:00 PM,01/19/2017 03:28:00 PM,02/25/2016,Transfer,Partner,Cat,Neutered Male,10 months,Domestic Shorthair Mix,White/Black
A819451,*Cricket,09/01/2020 08:41:00 AM,09/01/2020 08:41:00 AM,06/29/2018,Adoption,Foster,Dog,Spayed Female,2 years,German Shepherd/Chinese Sharpei,Brown/Black
A670136,Roxxy,01/04/2014 05:49:00 PM,01/04/2014 05:49:00 PM,01/02/2011,Adoption,,Dog,Spayed Female,3 years,Miniature Poodle Mix,Gray
A774024,,06/09/2018 12:00:00 AM,06/09/2018 12:00:00 AM,05/09/2018,Transfer,Partner,Cat,Intact Female,4 weeks,Turkish Van Mix,White/Black
A700475,Astro,04/27/2015 05:04:00 PM,04/27/2015 05:04:00 PM,04/14/2014,Transfer,Partner,Dog,Neutered Male,1 year,Boxer/Black Mouth Cur,Brown/White
A693247,Munchkin,01/25/2015 04:43:00 PM,01/25/2015 04:43:00 PM,10/10/2014,Adoption,,Cat,Spayed Female,3 months,Domestic Shorthair Mix,Brown Tabby
A694725,Mikey,01/05/2015 06:19:00 PM,01/05/2015 06:19:00 PM,01/03/2014,Return to Owner,,Dog,Neutered Male,1 year,Pit Bull Mix,Black
A773212,Rain,01/31/2019 12:37:00 PM,01/31/2019 12:37:00 PM,05/29/2015,Return to Owner,,Dog,Spayed Female,3 years,German Shepherd Mix,Black/Tan
A790161,Winnie,04/03/2019 01:06:00 PM,04/03/2019 01:06:00 PM,03/05/2017,Return to Owner,,Dog,Intact Female,2 years,Rottweiler Mix,Black/Brown Brindle
A820621,*Cheese,08/01/2020 02:03:00 PM,08/01/2020 02:03:00 PM,07/24/2019,Adoption,,Dog,Spayed Female,1 year,German Shepherd Mix,Black/Tan
A826747,Nellie,12/05/2020 12:46:00 PM,12/05/2020 12:46:00 PM,12/05/2018,Transfer,Partner,Dog,Intact Female,2 years,Yorkshire Terrier,Brown/Black
A756958,,09/01/2017 05:24:00 PM,09/01/2017 05:24:00 PM,10/28/2016,Adoption,,Dog,Spayed Female,10 months,Shetland Sheepdog Mix,Tan
A797347,*Bellasparks,06/24/2019 04:01:00 PM,06/24/2019 04:01:00 PM,04/22/2019,Adoption,,Cat,Intact Female,2 months,Domestic Shorthair,Tortie
A784125,Erika,08/11/2019 04:11:00 PM,08/11/2019 04:11:00 PM,11/12/2017,Transfer,Partner,Dog,Intact Female,1 year,Chihuahua Shorthair Mix,Tan
A797863,Andy,06/18/2019 06:11:00 PM,06/18/2019 06:11:00 PM,06/18/2017,Return to Owner,,Cat,Unknown,2 years,Domestic Shorthair,Black
A760074,,10/16/2017 12:46:00 PM,10/16/2017 12:46:00 PM,10/12/2015,Transfer,Snr,Cat,Intact Male,2 years,Siamese Mix,Lynx Point
A792173,,04/19/2019 01:59:00 PM,04/19/2019 01:59:00 PM,04/07/2018,Return to Owner,,Cat,Spayed Female,1 year,Domestic Shorthair Mix,Black
A797692,Helios,09/23/2019 04:14:00 PM,09/23/2019 04:14:00 PM,12/25/2017,Rto-Adopt,,Dog,Neutered Male,1 year,Pit Bull,Black/White
A763983,Journey,06/23/2018 04:31:00 PM,06/23/2018 04:31:00 PM,12/19/2005,Adoption,Foster,Dog,Spayed Female,12 years,Chihuahua Shorthair Mix,Black/White
A686943,Bear,09/02/2014 03:47:00 PM,09/02/2014 03:47:00 PM,08/29/2011,Transfer,Partner,Dog,Intact Male,3 years,Lhasa Apso Mix,White
A824966,*Nacho,11/29/2020 01:36:00 PM,11/29/2020 01:36:00 PM,10/24/2019,Adoption,,Cat,Neutered Male,1 year,Domestic Shorthair,Orange Tabby
A736930,,10/23/2016 04:12:00 PM,10/23/2016 04:12:00 PM,09/04/2016,Transfer,Partner,Cat,Intact Male,1 month,Domestic Shorthair Mix,Orange
A737758,,11/06/2016 09:07:00 AM,11/06/2016 09:07:00 AM,11/04/2014,Euthanasia,Rabies Risk,Other,Intact Male,2 years,Skunk Mix,Black/White
A681857,Tarva,06/26/2014 08:58:00 AM,06/26/2014 08:58:00 AM,06/21/2013,Transfer,Partner,Dog,Spayed Female,1 year,Chihuahua Shorthair Mix,White/Tan
A776340,*Ginger,10/11/2018 02:12:00 PM,10/11/2018 02:12:00 PM,06/12/2018,Adoption,Foster,Cat,Spayed Female,3 months,Domestic Medium Hair Mix,Blue Tabby/White
A824098,Milo,12/29/2020 02:48:00 PM,12/29/2020 02:48:00 PM,04/06/2020,Adoption,Foster,Dog,Neutered Male,8 months,Boxer,White/Brown
A789962,,03/04/2019 04:43:00 PM,03/04/2019 04:43:00 PM,12/11/2018,Adoption,,Dog,Spayed Female,2 months,Chihuahua Shorthair Mix,Chocolate/Tricolor
A796569,*Sophia,07/14/2019 05:52:00 PM,07/14/2019 05:52:00 PM,05/01/2019,Adoption,,Cat,Spayed Female,2 months,Domestic Shorthair Mix,Black/White
A667167,,11/15/2013 02:38:00 PM,11/15/2013 02:38:00 PM,11/13/2011,Transfer,SCRP,Cat,Intact Male,2 years,Domestic Medium Hair Mix,Orange Tabby
A756028,*Adelaide,08/17/2017 03:09:00 PM,08/17/2017 03:09:00 PM,03/13/2017,Adoption,,Dog,Spayed Female,5 months,Shetland Sheepdog Mix,Tan/Black
A826337,Nova,11/30/2020 05:20:00 PM,11/30/2020 05:20:00 PM,11/24/2018,Adoption,,Dog,Spayed Female,2 years,German Shepherd,Tan/Black
A812121,,01/25/2020 11:57:00 AM,01/25/2020 11:57:00 AM,01/25/2005,Euthanasia,Suffering,Cat,Neutered Male,15 years,Domestic Longhair,Black/White
A717058,Bear,12/05/2015 05:56:00 PM,12/05/2015 05:56:00 PM,12/01/2010,Return to Owner,,Dog,Neutered Male,5 years,Labrador Retriever Mix,Black
A788464,Mavis,02/03/2019 12:41:00 PM,02/03/2019 12:41:00 PM,02/02/2011,Return to Owner,,Dog,Intact Female,8 years,Pomeranian,Black/White
A748682,Brownie,05/16/2017 06:39:00 PM,05/16/2017 06:39:00 PM,05/05/2016,Return to Owner,,Dog,Spayed Female,1 year,Miniature Poodle Mix,Buff
A703651,Bella,06/26/2015 04:30:00 PM,06/26/2015 04:30:00 PM,02/27/2015,Transfer,Partner,Dog,Intact Female,3 months,Pit Bull Mix,Red/White
A804768,Oreo,09/23/2019 07:22:00 PM,09/23/2019 07:22:00 PM,12/18/2018,Adoption,,Dog,Neutered Male,9 months,Rat Terrier/Beagle,Black/White
A775732,,07/08/2018 02:02:00 PM,07/08/2018 02:02:00 PM,05/11/2018,Adoption,,Cat,Neutered Male,1 month,Domestic Shorthair Mix,Gray Tabby
A715680,Eros,01/22/2016 03:40:00 PM,01/22/2016 03:40:00 PM,11/08/2014,Transfer,Partner,Dog,Neutered Male,1 year,Black Mouth Cur Mix,Brown/White
A808147,Rex,11/13/2019 05:38:00 PM,11/13/2019 05:38:00 PM,11/04/2015,Adoption,,Dog,Neutered Male,4 years,American Staffordshire Terrier/Pit Bull,Brown Brindle/White
A783746,,11/09/2018 11:12:00 AM,11/09/2018 11:12:00 AM,11/05/2016,Transfer,Snr,Cat,Unknown,2 years,Domestic Shorthair Mix,Orange Tabby
A744163,Brock,02/27/2017 06:08:00 PM,02/27/2017 06:08:00 PM,08/24/2016,Adoption,,Dog,Neutered Male,6 months,Pit Bull Mix,Brown Brindle/White
A765035,*Sox,02/22/2018 04:21:00 PM,02/22/2018 04:21:00 PM,06/11/2017,Adoption,,Dog,Neutered Male,8 months,Pit Bull Mix,Black/White
A670987,Lefty,12/04/2016 04:50:00 PM,12/04/2016 04:50:00 PM,01/17/2011,Adoption,,Dog,Intact Male,5 years,Alaskan Malamute Mix,Black/White
A773220,*Leona,08/14/2018 11:40:00 AM,08/14/2018 11:40:00 AM,05/29/2015,Transfer,Partner,Dog,Intact Female,3 years,Anatol Shepherd Mix,Brown/Black
A701766,,05/05/2015 09:00:00 AM,05/05/2015 09:00:00 AM,05/04/2014,Transfer,SCRP,Cat,Intact Female,1 year,Domestic Shorthair Mix,Calico
A804188,Carcho,09/19/2019 01:36:00 PM,09/19/2019 01:36:00 PM,09/13/2018,Adoption,,Dog,Neutered Male,1 year,Dachshund/Chihuahua Shorthair,Black/Brown
A732938,,11/07/2016 04:01:00 PM,11/07/2016 04:01:00 PM,08/15/2007,Return to Owner,,Dog,Spayed Female,9 years,French Bulldog Mix,White
A783183,,10/27/2018 10:48:00 AM,10/27/2018 10:48:00 AM,08/11/2018,Transfer,Partner,Dog,Intact Female,2 months,Labrador Retriever Mix,Brown
A823438,*Mapleshade,11/21/2020 09:20:00 AM,11/21/2020 09:20:00 AM,08/13/2020,Adoption,Foster,Cat,Spayed Female,3 months,Domestic Shorthair Mix,Tortie
A717823,*Winston,02/06/2016 05:03:00 PM,02/06/2016 05:03:00 PM,12/11/2015,Adoption,Foster,Dog,Neutered Male,1 month,Miniature Poodle Mix,Brown
A795555,Kira,06/01/2019 01:01:00 PM,06/01/2019 01:01:00 PM,12/29/2015,Adoption,,Dog,Spayed Female,3 years,Siberian Husky,Gray/White
A726178,,06/27/2016 04:55:00 PM,06/27/2016 04:55:00 PM,04/07/2016,Adoption,,Cat,Spayed Female,2 months,Domestic Medium Hair Mix,Orange Tabby
